#Drive Frequency/2pi [GHz]    Time [ns]                     P(0)                          P(16)                         P(32)                         P(64)                         
45.007                        88.0005                       0.923632                      0.0732451                     0.00266227                    0                             
45.007                        89.0005                       0.921554                      0.0750677                     0.00278173                    0                             
45.007                        90.0005                       0.919677                      0.0768892                     0.00291809                    0                             
45.007                        91.0005                       0.917884                      0.0786976                     0.0030598                     0                             
45.007                        92.0005                       0.915969                      0.0804787                     0.00318918                    0                             
45.007                        93.0005                       0.913902                      0.0822332                     0.00330338                    0                             
45.007                        94.0005                       0.911883                      0.0839754                     0.00341793                    0                             
45.007                        95.0005                       0.910069                      0.0857105                     0.00354762                    0                             
45.007                        96.0005                       0.908366                      0.0874228                     0.00368799                    0                             
45.007                        97.0005                       0.90657                       0.0890936                     0.00381988                    0                             
45.007                        98.0005                       0.904631                      0.0907236                     0.00393176                    0                             
45.007                        99.0005                       0.902732                      0.0923324                     0.00403361                    0                             
45.007                        100.001                       0.901039                      0.0939299                     0.0041447                     0                             
45.007                        101.001                       0.899483                      0.095498                      0.00426985                    0                             
45.007                        102.001                       0.897862                      0.0970114                     0.0043929                     0                             
45.007                        103.001                       0.896109                      0.0984683                     0.00449516                    0                             
45.007                        104.001                       0.894387                      0.0998935                     0.00457772                    0                             
45.007                        105.001                       0.892874                      0.101304                      0.00466014                    0                             
45.007                        106.001                       0.89152                       0.102682                      0.00475657                    0                             
45.007                        107.001                       0.890127                      0.103995                      0.00485822                    0                             
45.007                        108.001                       0.888609                      0.105235                      0.00494294                    0                             
45.007                        109.001                       0.887116                      0.10643                       0.00500146                    0                             
45.007                        110.001                       0.885833                      0.107607                      0.00504878                    0                             
45.007                        111.001                       0.88473                       0.108752                      0.00510599                    0                             
45.007                        112.001                       0.883613                      0.109825                      0.00517466                    0                             
45.007                        113.001                       0.882379                      0.110809                      0.00523423                    0                             
45.007                        114.001                       0.881159                      0.111733                      0.00526621                    0                             
45.007                        115.001                       0.880149                      0.112635                      0.00527683                    0                             
45.007                        116.001                       0.879341                      0.113506                      0.00528961                    0                             
45.007                        117.001                       0.878542                      0.114304                      0.00531709                    0                             
45.007                        118.001                       0.87763                       0.115001                      0.00534541                    0                             
45.007                        119.001                       0.87672                       0.115621                      0.00535054                    0                             
45.007                        120.001                       0.876016                      0.11621                       0.00532766                    0                             
45.007                        121.001                       0.875534                      0.116773                      0.00529727                    0                             
45.007                        122.001                       0.875086                      0.117265                      0.00528066                    0                             
45.007                        123.001                       0.874528                      0.117649                      0.00527438                    0                             
45.007                        124.001                       0.873955                      0.117941                      0.00525425                    0                             
45.007                        125.001                       0.873579                      0.11819                       0.00520495                    0                             
45.007                        126.001                       0.873443                      0.118415                      0.00513895                    0                             
45.007                        127.001                       0.873365                      0.118578                      0.00508166                    0                             
45.007                        128.001                       0.873183                      0.118632                      0.0050412                     0                             
45.007                        129.001                       0.872962                      0.11858                       0.00499888                    0                             
45.007                        130.001                       0.872923                      0.118473                      0.00493229                    0                             
45.007                        131.001                       0.873138                      0.118343                      0.00484285                    0                             
45.007                        132.001                       0.873438                      0.118161                      0.00475419                    0                             
45.007                        133.001                       0.873639                      0.117875                      0.00468411                    0                             
45.007                        134.001                       0.873777                      0.117476                      0.00462374                    0                             
45.007                        135.001                       0.874072                      0.117011                      0.00454897                    0                             
45.007                        136.001                       0.874629                      0.11652                       0.0044501                     0                             
45.007                        137.001                       0.875297                      0.115989                      0.00434354                    0                             
45.007                        138.001                       0.875873                      0.115367                      0.00425219                    0                             
45.007                        139.001                       0.876361                      0.114632                      0.00417862                    0                             
45.007                        140.001                       0.876974                      0.113821                      0.0041029                     0                             
45.007                        141.001                       0.877847                      0.112982                      0.00400732                    0                             
45.007                        142.001                       0.878856                      0.112113                      0.00389757                    0                             
45.007                        143.001                       0.879784                      0.11117                       0.00379571                    0                             
45.007                        144.001                       0.8806                        0.110123                      0.00371419                    0                             
45.007                        145.001                       0.881503                      0.108996                      0.00364189                    0                             
45.007                        146.001                       0.882656                      0.107837                      0.0035583                     0                             
45.007                        147.001                       0.883964                      0.106658                      0.0034581                     0                             
45.007                        148.001                       0.885205                      0.105425                      0.00335697                    0                             
45.007                        149.001                       0.886312                      0.104103                      0.00327289                    0                             
45.007                        150.001                       0.887463                      0.102705                      0.00320542                    0                             
45.007                        151.001                       0.888843                      0.101277                      0.00313726                    0                             
45.007                        152.001                       0.890391                      0.0998363                     0.00305481                    0                             
45.007                        153.001                       0.891885                      0.0983612                     0.00296396                    0                             
45.007                        154.001                       0.893228                      0.0968197                     0.00288244                    0                             
45.007                        155.001                       0.894573                      0.0952139                     0.00281915                    0                             
45.007                        156.001                       0.896121                      0.0935786                     0.0027643                     0                             
45.007                        157.001                       0.897843                      0.0919377                     0.00270134                    0                             
45.007                        158.001                       0.899527                      0.0902799                     0.00262611                    0                             
45.007                        159.001                       0.901047                      0.0885789                     0.0025509                     0                             
45.007                        160.001                       0.902528                      0.0868304                     0.00248985                    0                             
45.007                        161.001                       0.904179                      0.0850599                     0.00244267                    0                             
45.007                        162.001                       0.906005                      0.0832906                     0.00239538                    0                             
45.007                        163.001                       0.907805                      0.0815196                     0.00233659                    0                             
45.007                        164.001                       0.909434                      0.0797278                     0.00227006                    0                             
45.007                        165.001                       0.910986                      0.0779089                     0.00220984                    0                             
45.007                        166.001                       0.912673                      0.0760797                     0.00216386                    0                             
45.007                        167.001                       0.914531                      0.0742598                     0.00212493                    0                             
45.007                        168.001                       0.916373                      0.0724506                     0.00207923                    0                             
45.007                        169.001                       0.918039                      0.0706405                     0.00202195                    0                             
45.007                        170.001                       0.919596                      0.0688237                     0.00196233                    0                             
45.007                        171.001                       0.921253                      0.0670113                     0.00191273                    0                             
45.007                        172.001                       0.923072                      0.0652176                     0.00187428                    0                             
45.007                        173.001                       0.924885                      0.063445                      0.00183578                    0                             
45.007                        174.001                       0.926519                      0.061687                      0.00178662                    0                             
45.007                        175.001                       0.928017                      0.0599407                     0.00172867                    0                             
45.007                        176.001                       0.929582                      0.058214                      0.0016739                     0                             
45.007                        177.001                       0.931301                      0.0565162                     0.00163034                    0                             
45.007                        178.001                       0.933022                      0.0548483                     0.00159296                    0                             
45.007                        179.001                       0.934563                      0.0532064                     0.00154973                    0                             
45.007                        180.001                       0.935944                      0.0515903                     0.00149541                    0                             
45.007                        181.001                       0.937363                      0.0500071                     0.00143751                    0                             
45.007                        182.001                       0.938925                      0.0484628                     0.00138738                    0                             
45.007                        183.001                       0.940501                      0.046956                      0.00134713                    0                             
45.007                        184.001                       0.941899                      0.0454828                     0.0013076                     0                             
45.007                        185.001                       0.943118                      0.0440446                     0.00125917                    0                             
45.007                        186.001                       0.944346                      0.0426489                     0.00120292                    0                             
45.007                        187.001                       0.945711                      0.0413004                     0.00114924                    0                             
45.007                        188.001                       0.947102                      0.0399957                     0.00110569                    0                             
45.007                        189.001                       0.948322                      0.0387293                     0.00106873                    0                             
45.007                        190.001                       0.949345                      0.0375024                     0.00102825                    0                             
45.007                        191.001                       0.950352                      0.0363231                     0.000979538                   0                             
45.007                        192.001                       0.951491                      0.0351962                     0.000928612                   0                             
45.007                        193.001                       0.95267                       0.0341176                     0.000885084                   0                             
45.007                        194.001                       0.953688                      0.0330797                     0.000851348                   0                             
45.007                        195.001                       0.954498                      0.0320822                     0.000820446                   0                             
45.007                        196.001                       0.955267                      0.0311327                     0.000784483                   0                             
45.007                        197.001                       0.956163                      0.0302373                     0.000743765                   0                             
45.007                        198.001                       0.957118                      0.0293923                     0.000706189                   0                             
45.007                        199.001                       0.957928                      0.0285887                     0.000678217                   0                             
45.007                        200.001                       0.958523                      0.0278238                     0.000658014                   0                             
45.007                        201.001                       0.959054                      0.0271038                     0.000638028                   0                             
45.007                        202.001                       0.959705                      0.0264357                     0.00061376                    0                             
45.007                        203.001                       0.960435                      0.0258173                     0.000588688                   0                             
45.007                        204.001                       0.961041                      0.0252395                     0.000570143                   0                             
45.007                        205.001                       0.961429                      0.0246969                     0.000561275                   0                             
45.007                        206.001                       0.961734                      0.0241936                     0.000557861                   0                             
45.007                        207.001                       0.962149                      0.0237371                     0.000553211                   0                             
45.007                        208.001                       0.962665                      0.0233271                     0.000545597                   0                             
45.007                        209.001                       0.963083                      0.0229549                     0.000539999                   0                             
45.007                        210.001                       0.963287                      0.0226135                     0.000542547                   0                             
45.007                        211.001                       0.963389                      0.0223047                     0.000553792                   0                             
45.007                        212.001                       0.963592                      0.0220354                     0.000568033                   0                             
45.007                        213.001                       0.963913                      0.0218069                     0.000579556                   0                             
45.007                        214.001                       0.964166                      0.0216121                     0.000588896                   0                             
45.007                        215.001                       0.964214                      0.0214429                     0.000602198                   0                             
45.007                        216.001                       0.964146                      0.0212991                     0.000624323                   0                             
45.007                        217.001                       0.964166                      0.0211865                     0.000653117                   0                             
45.007                        218.001                       0.964321                      0.0211077                     0.000681478                   0                             
45.007                        219.001                       0.964438                      0.0210569                     0.000705173                   0                             
45.007                        220.001                       0.964366                      0.021026                      0.00072757                    0                             
45.007                        221.001                       0.964166                      0.0210132                     0.000755806                   0                             
45.007                        222.001                       0.964041                      0.0210232                     0.000792375                   0                             
45.007                        223.001                       0.964062                      0.0210594                     0.000831743                   0                             
45.007                        224.001                       0.964076                      0.0211171                     0.000866311                   0                             
45.007                        225.001                       0.96392                       0.0211882                     0.00089499                    0                             
45.007                        226.001                       0.963629                      0.0212702                     0.000924439                   0                             
45.007                        227.001                       0.9634                        0.0213673                     0.000961199                   0                             
45.007                        228.001                       0.963325                      0.021483                      0.00100358                    0                             
45.007                        229.001                       0.963271                      0.0216133                     0.00104313                    0                             
45.007                        230.001                       0.963068                      0.0217504                     0.00107421                    0                             
45.007                        231.001                       0.962729                      0.0218912                     0.00110049                    0                             
45.007                        232.001                       0.962436                      0.0220398                     0.00113064                    0                             
45.007                        233.001                       0.962302                      0.0222004                     0.00116771                    0                             
45.007                        234.001                       0.962216                      0.0223692                     0.00120512                    0                             
45.007                        235.001                       0.962001                      0.0225379                     0.00123404                    0                             
45.007                        236.001                       0.96165                       0.0227034                     0.00125373                    0                             
45.007                        237.001                       0.961332                      0.02287                       0.00127241                    0                             
45.007                        238.001                       0.961175                      0.0230428                     0.00129733                    0                             
45.007                        239.001                       0.961089                      0.0232184                     0.00132577                    0                             
45.007                        240.001                       0.960897                      0.023388                      0.00134802                    0                             
45.007                        241.001                       0.96057                       0.0235476                     0.00135883                    0                             
45.007                        242.001                       0.960263                      0.0237021                     0.00136372                    0                             
45.007                        243.001                       0.960115                      0.0238581                     0.00137237                    0                             
45.007                        244.001                       0.960058                      0.0240129                     0.00138676                    0                             
45.007                        245.001                       0.959916                      0.0241569                     0.00139867                    0                             
45.007                        246.001                       0.95964                       0.0242849                     0.00139952                    0                             
45.007                        247.001                       0.959371                      0.0244024                     0.0013908                     0                             
45.007                        248.001                       0.959257                      0.0245174                     0.00138233                    0                             
45.007                        249.001                       0.959252                      0.0246288                     0.00138032                    0                             
45.007                        250.001                       0.95918                       0.0247263                     0.00137981                    0                             
45.007                        251.001                       0.958978                      0.0248034                     0.00137086                    0                             
45.007                        252.001                       0.958768                      0.0248652                     0.00135069                    0                             
45.007                        253.001                       0.958707                      0.0249217                     0.00132727                    0                             
45.007                        254.001                       0.958768                      0.0249736                     0.00130955                    0                             
45.007                        255.001                       0.958782                      0.0250104                     0.00129664                    0                             
45.007                        256                           0.958666                      0.0250243                     0.00127917                    0                             
45.007                        257                           0.958527                      0.0250197                     0.00125101                    0                             
45.007                        258                           0.958526                      0.0250078                     0.00121695                    0                             
45.007                        259                           0.95866                       0.0249915                     0.00118685                    0                             
45.007                        260                           0.958762                      0.0249614                     0.00116358                    0                             
45.007                        261                           0.958736                      0.024908                      0.0011399                     0                             
45.007                        262                           0.958672                      0.0248346                     0.00110776                    0                             
45.007                        263                           0.958732                      0.0247531                     0.00106845                    0                             
45.007                        264                           0.958933                      0.0246691                     0.001031                      0                             
45.007                        265                           0.959119                      0.0245741                     0.00100102                    0                             
45.007                        266                           0.959178                      0.0244579                     0.000974174                   0                             
45.007                        267                           0.959181                      0.0243224                     0.000941994                   0                             
45.007                        268                           0.959291                      0.0241797                     0.000902714                   0                             
45.007                        269                           0.959546                      0.0240372                     0.000863441                   0                             
45.007                        270                           0.959801                      0.0238884                     0.000831221                   0                             
45.007                        271                           0.959931                      0.0237228                     0.000804545                   0                             
45.007                        272                           0.959986                      0.0235407                     0.000775737                   0                             
45.007                        273                           0.960128                      0.023354                      0.000740877                   0                             
45.007                        274                           0.960415                      0.0231715                     0.000704718                   0                             
45.007                        275                           0.960715                      0.0229886                     0.00067455                    0                             
45.007                        276                           0.96089                       0.0227951                     0.000651167                   0                             
45.007                        277                           0.960974                      0.02259                       0.000628302                   0                             
45.007                        278                           0.961122                      0.0223843                     0.00060085                    0                             
45.007                        279                           0.961409                      0.0221881                     0.000571347                   0                             
45.007                        280                           0.961722                      0.0219984                     0.000546539                   0                             
45.007                        281                           0.961915                      0.0218055                     0.000528801                   0                             
45.007                        282                           0.961998                      0.0216074                     0.000513415                   0                             
45.007                        283                           0.962121                      0.0214142                     0.000494841                   0                             
45.007                        284                           0.962375                      0.0212365                     0.000473811                   0                             
45.007                        285                           0.962665                      0.0210728                     0.000456176                   0                             
45.007                        286                           0.962839                      0.020914                      0.000445275                   0                             
45.007                        287                           0.962887                      0.0207573                     0.000437789                   0                             
45.007                        288                           0.96295                       0.0206118                     0.000428169                   0                             
45.007                        289                           0.963133                      0.0204882                     0.00041578                    0                             
45.007                        290                           0.963359                      0.0203863                     0.000405529                   0                             
45.007                        291                           0.963475                      0.0202974                     0.000401342                   0                             
45.007                        292                           0.963454                      0.0202181                     0.000401095                   0                             
45.007                        293                           0.963422                      0.0201563                     0.000399405                   0                             
45.007                        294                           0.963497                      0.0201228                     0.000394568                   0                             
45.007                        295                           0.963623                      0.0201184                     0.000390609                   0                             
45.007                        296                           0.963658                      0.0201226                     0.000391339                   0                             
45.007                        297                           0.963571                      0.0201185                     0.000395224                   0                             
45.007                        298                           0.963477                      0.0201116                     0.000397196                   0                             
45.007                        299                           0.963501                      0.0201113                     0.000394723                   0                             

45.008                        0.0005                        0.999992                      4.98627e-36                   3.54522e-11                   0                             
45.008                        1.0005                        0.99983                       2.85507e-09                   2.91588e-08                   0                             
45.008                        2.0005                        0.999663                      4.59075e-08                   7.78865e-08                   0                             
45.008                        3.0005                        0.999712                      2.33517e-07                   8.17746e-08                   0                             
45.008                        4.0005                        0.999911                      7.38207e-07                   3.57287e-08                   0                             
45.008                        5.0005                        0.999994                      1.7958e-06                    6.0624e-10                    0                             
45.008                        6.0005                        0.999846                      3.70909e-06                   2.26233e-08                   0                             
45.008                        7.0005                        0.999664                      6.85916e-06                   7.11874e-08                   0                             
45.008                        8.0005                        0.999685                      1.16988e-05                   8.01383e-08                   0                             
45.008                        9.0005                        0.999874                      1.87212e-05                   3.72368e-08                   0                             
45.008                        10.0005                       0.999971                      2.84499e-05                   1.24814e-09                   0                             
45.008                        11.0005                       0.999831                      4.14846e-05                   2.13929e-08                   0                             
45.008                        12.0005                       0.999625                      5.85515e-05                   6.70054e-08                   0                             
45.008                        13.0005                       0.999604                      8.04538e-05                   6.96773e-08                   0                             
45.008                        14.0005                       0.999764                      0.000107951                   2.36409e-08                   0                             
45.008                        15.0005                       0.999857                      0.000141735                   1.32509e-09                   0                             
45.008                        16.0005                       0.99971                       0.000182597                   5.10563e-08                   0                             
45.008                        17.0005                       0.999464                      0.000231581                   1.15559e-07                   0                             
45.008                        18.0005                       0.999382                      0.000289867                   1.04287e-07                   0                             
45.008                        19.0005                       0.999492                      0.000358438                   3.68146e-08                   0                             
45.008                        20.0005                       0.999557                      0.000437987                   4.7751e-08                    0                             
45.008                        21.0005                       0.999383                      0.000529287                   2.09254e-07                   0                             
45.008                        22.0005                       0.999078                      0.000633614                   3.98075e-07                   0                             
45.008                        23.0005                       0.998911                      0.000752574                   4.32638e-07                   0                             
45.008                        24.0005                       0.998941                      0.000887388                   3.45069e-07                   0                             
45.008                        25.0005                       0.998951                      0.00103858                    4.12428e-07                   0                             
45.008                        26.0005                       0.998723                      0.00120661                    8.29707e-07                   0                             
45.008                        27.0005                       0.998335                      0.00139278                    1.40386e-06                   0                             
45.008                        28.0005                       0.998057                      0.00159915                    1.73726e-06                   0                             
45.008                        29.0005                       0.997979                      0.00182729                    1.76526e-06                   0                             
45.008                        30.0005                       0.997902                      0.00207745                    1.96294e-06                   0                             
45.008                        31.0005                       0.997594                      0.00234943                    2.84258e-06                   0                             
45.008                        32.0005                       0.9971                        0.00264424                    4.26182e-06                   0                             
45.008                        33.0005                       0.996684                      0.00296434                    5.48648e-06                   0                             
45.008                        34.0005                       0.996468                      0.00331179                    6.10402e-06                   0                             
45.008                        35.0005                       0.996276                      0.0036866                     6.70329e-06                   0                             
45.008                        36.0005                       0.995863                      0.00408764                    8.34263e-06                   0                             
